Year,Quarter,LGA (Local Government Areas),Dwelling Types,Bedroom Numbers,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2019,2,Berrigan,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Berrigan,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,2,Berrigan,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Berrigan,Flat/Unit,2 Bedrooms,120,150,210,s,157.00,-21.05%,-20.00%,38.46%,0.00%
2019,2,Berrigan,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Berrigan,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bland,Total,Total,221,250,280,s,264.00,4.17%,7.53%,-15.38%,-21.43%
2019,2,Bland,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bland,Total,1 Bedroom,-,-,-,-,32.00,-,-,-,-
2019,2,Bland,Total,Not Specified,-,-,-,-,s,-,-,-,-
2019,2,Bland,Total,2 Bedrooms,-,-,-,-,61.00,-,-,-,-
2019,2,Bland,Total,3 Bedrooms,-,-,-,-,111.00,-,-,-,-
2019,2,Bland,Total,4 or more Bedrooms,-,-,-,-,40.00,-,-,-,-
2019,2,Bland,House,Total,224,253,281,s,167.00,-9.82%,0.00%,33.33%,0.00%
2019,2,Bland,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bland,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Bland,House,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bland,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Bland,House,3 Bedrooms,-,-,-,-,98.00,-,-,-,-
2019,2,Bland,House,4 or more Bedrooms,-,-,-,-,39.00,-,-,-,-
2019,2,Bland,Other,Total,-,-,-,-,s,-,-,-,-
2019,2,Bland,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bland,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Bland,Other,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bland,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bland,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bland,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bland,Townhouse,Total,-,-,-,-,-,-,-,-,-
2019,2,Bland,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bland,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Bland,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bland,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bland,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bland,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bland,Flat/Unit,Total,-,-,-,-,80.00,-,-,-,-
2019,2,Bland,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,2,Bland,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bland,Flat/Unit,2 Bedrooms,-,-,-,-,41.00,-,-,-,-
2019,2,Bland,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Total,Total,258,288,350,48.00,432.00,-4.17%,6.48%,11.63%,-4.00%
2019,2,Blayney,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,2,Blayney,Total,Not Specified,-,-,-,-,s,-,-,-,-
2019,2,Blayney,Total,2 Bedrooms,-,-,-,-,87.00,-,-,-,-
2019,2,Blayney,Total,3 Bedrooms,261,288,328,s,200.00,-0.86%,2.68%,18.18%,-3.70%
2019,2,Blayney,Total,4 or more Bedrooms,-,-,-,-,89.00,-,-,-,-
2019,2,Blayney,House,Total,265,300,350,37.00,310.00,-6.25%,7.14%,12.12%,2.78%
2019,2,Blayney,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Blayney,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Blayney,House,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Blayney,House,2 Bedrooms,-,-,-,-,40.00,-,-,-,-
2019,2,Blayney,House,3 Bedrooms,261,283,325,s,175.00,-2.59%,0.89%,15.79%,-4.35%
2019,2,Blayney,House,4 or more Bedrooms,-,-,-,-,82.00,-,-,-,-
2019,2,Blayney,Other,Total,-,-,-,-,40.00,-,-,-,-
2019,2,Blayney,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Other,Not Specified,-,-,-,-,s,-,-,-,-
2019,2,Blayney,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Townhouse,Total,-,-,-,-,s,-,-,-,-
2019,2,Blayney,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Flat/Unit,Total,-,-,-,-,70.00,-,-,-,-
2019,2,Blayney,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,2,Blayney,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Flat/Unit,2 Bedrooms,-,-,-,-,41.00,-,-,-,-
2019,2,Blayney,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Blayney,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Total,Total,220,240,290,s,162.00,-4.00%,-7.69%,-13.33%,44.44%
2019,2,Bogan,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Total,Not Specified,-,-,-,-,s,-,-,-,-
2019,2,Bogan,Total,2 Bedrooms,-,-,-,-,40.00,-,-,-,-
2019,2,Bogan,Total,3 Bedrooms,-,-,-,-,64.00,-,-,-,-
2019,2,Bogan,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Bogan,House,Total,230,260,310,s,103.00,4.00%,0.00%,-15.38%,22.22%
2019,2,Bogan,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bogan,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Bogan,House,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bogan,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Bogan,House,3 Bedrooms,-,-,-,-,56.00,-,-,-,-
2019,2,Bogan,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Bogan,Other,Total,-,-,-,-,s,-,-,-,-
2019,2,Bogan,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Other,Not Specified,-,-,-,-,s,-,-,-,-
2019,2,Bogan,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Townhouse,Total,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2019,2,Bogan,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Bogan,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bogan,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Total,Total,223,250,300,s,128.00,19.05%,0.00%,9.09%,84.62%
2019,2,Bourke,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,2,Bourke,Total,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Total,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Bourke,Total,3 Bedrooms,238,255,300,s,60.00,-5.56%,2.00%,50.00%,71.43%
2019,2,Bourke,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Bourke,House,Total,240,260,300,s,95.00,4.00%,6.12%,40.00%,110.00%
2019,2,Bourke,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bourke,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Bourke,House,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bourke,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Bourke,House,3 Bedrooms,238,255,300,s,55.00,-5.56%,6.25%,50.00%,100.00%
2019,2,Bourke,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Bourke,Other,Total,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Other,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2019,2,Bourke,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,2,Bourke,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Bourke,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Bourke,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Total,Total,-,-,-,-,47.00,-,-,-,-
2019,2,Brewarrina,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Total,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Total,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Brewarrina,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Brewarrina,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,House,Total,-,-,-,-,32.00,-,-,-,-
2019,2,Brewarrina,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,House,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Brewarrina,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Other,Total,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Other,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2019,2,Brewarrina,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Brewarrina,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Total,Total,200,240,300,144.00,1616.00,-4.00%,-4.00%,-5.26%,-4.00%
2019,2,Broken Hill,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Total,1 Bedroom,163,193,205,s,181.00,6.94%,6.94%,38.46%,63.64%
2019,2,Broken Hill,Total,Not Specified,-,-,-,-,57.00,-,-,-,-
2019,2,Broken Hill,Total,2 Bedrooms,180,220,240,34.00,467.00,0.00%,0.00%,-24.44%,-5.56%
2019,2,Broken Hill,Total,3 Bedrooms,220,250,300,77.00,758.00,-3.85%,-3.85%,6.94%,-3.75%
2019,2,Broken Hill,Total,4 or more Bedrooms,305,320,380,s,153.00,-5.88%,0.00%,-28.57%,0.00%
2019,2,Broken Hill,House,Total,215,250,300,121.00,1221.00,-3.85%,0.00%,-6.92%,-7.63%
2019,2,Broken Hill,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,2,Broken Hill,House,Not Specified,-,-,-,-,33.00,-,-,-,-
2019,2,Broken Hill,House,2 Bedrooms,199,228,243,s,290.00,-5.21%,3.41%,-25.00%,-25.00%
2019,2,Broken Hill,House,3 Bedrooms,220,250,290,75.00,722.00,-3.85%,-3.85%,5.63%,0.00%
2019,2,Broken Hill,House,4 or more Bedrooms,305,320,380,s,148.00,-5.88%,0.00%,-28.57%,7.14%
2019,2,Broken Hill,Other,Total,-,-,-,-,61.00,-,-,-,-
2019,2,Broken Hill,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Other,Not Specified,-,-,-,-,s,-,-,-,-
2019,2,Broken Hill,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Broken Hill,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Broken Hill,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Townhouse,Total,-,-,-,-,s,-,-,-,-
2019,2,Broken Hill,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Flat/Unit,Total,165,185,205,s,322.00,2.78%,0.00%,0.00%,50.00%
2019,2,Broken Hill,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Flat/Unit,1 Bedroom,160,185,205,s,143.00,2.78%,1.37%,37.50%,37.50%
2019,2,Broken Hill,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Broken Hill,Flat/Unit,2 Bedrooms,-,-,-,-,155.00,-,-,-,-
2019,2,Broken Hill,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Broken Hill,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Byron,Total,Total,490,620,750,331.00,3005.00,5.08%,12.73%,23.05%,12.59%
2019,2,Byron,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2019,2,Byron,Total,1 Bedroom,300,355,435,40.00,319.00,-11.25%,-11.25%,-11.11%,-16.67%
2019,2,Byron,Total,Not Specified,-,-,-,-,103.00,-,-,-,-
2019,2,Byron,Total,2 Bedrooms,450,510,600,75.00,691.00,-2.86%,2.00%,20.97%,-2.60%
2019,2,Byron,Total,3 Bedrooms,580,650,750,138.00,1309.00,0.00%,1.56%,32.69%,15.00%
2019,2,Byron,Total,4 or more Bedrooms,683,850,1000,74.00,570.00,1.49%,-0.58%,32.14%,54.17%
2019,2,Byron,House,Total,575,675,820,205.00,1745.00,3.85%,5.47%,28.13%,27.33%
2019,2,Byron,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Byron,House,1 Bedroom,-,-,-,-,49.00,-,-,-,-
2019,2,Byron,House,Not Specified,-,-,-,-,s,-,-,-,-
2019,2,Byron,House,2 Bedrooms,450,495,650,s,211.00,-10.00%,-6.60%,-21.87%,-7.41%
2019,2,Byron,House,3 Bedrooms,580,650,750,99.00,925.00,4.84%,4.00%,45.59%,23.75%
2019,2,Byron,House,4 or more Bedrooms,683,850,1000,74.00,530.00,3.66%,-2.58%,39.62%,68.18%
2019,2,Byron,Other,Total,338,498,663,s,243.00,46.32%,-1.49%,9.09%,20.00%
2019,2,Byron,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Byron,Other,1 Bedroom,-,-,-,-,52.00,-,-,-,-
2019,2,Byron,Other,Not Specified,-,-,-,-,56.00,-,-,-,-
2019,2,Byron,Other,2 Bedrooms,-,-,-,-,49.00,-,-,-,-
2019,2,Byron,Other,3 Bedrooms,-,-,-,-,67.00,-,-,-,-
2019,2,Byron,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Byron,Townhouse,Total,540,610,700,41.00,325.00,-9.63%,5.63%,28.13%,-10.87%
2019,2,Byron,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Byron,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,2,Byron,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Byron,Townhouse,2 Bedrooms,-,-,-,-,82.00,-,-,-,-
2019,2,Byron,Townhouse,3 Bedrooms,578,650,750,s,207.00,-7.14%,-2.62%,33.33%,0.00%
2019,2,Byron,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Byron,Flat/Unit,Total,360,470,580,73.00,692.00,4.44%,4.44%,10.61%,-5.19%
2019,2,Byron,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Byron,Flat/Unit,1 Bedroom,328,397,455,s,203.00,-2.10%,4.34%,-22.58%,-11.11%
2019,2,Byron,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2019,2,Byron,Flat/Unit,2 Bedrooms,420,500,600,38.00,349.00,3.09%,6.95%,80.95%,5.56%
2019,2,Byron,Flat/Unit,3 Bedrooms,-,-,-,-,110.00,-,-,-,-
2019,2,Byron,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Cabonne,Total,Total,248,300,350,40.00,420.00,20.00%,14.29%,17.65%,-13.04%
2019,2,Cabonne,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,2,Cabonne,Total,Not Specified,-,-,-,-,s,-,-,-,-
2019,2,Cabonne,Total,2 Bedrooms,-,-,-,-,109.00,-,-,-,-
2019,2,Cabonne,Total,3 Bedrooms,280,300,310,s,173.00,15.38%,11.11%,30.77%,-5.56%
2019,2,Cabonne,Total,4 or more Bedrooms,343,350,394,s,89.00,7.69%,0.00%,75.00%,-6.67%
2019,2,Cabonne,House,Total,278,300,350,35.00,340.00,15.38%,7.14%,20.69%,2.94%
2019,2,Cabonne,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,House,Not Specified,-,-,-,-,s,-,-,-,-
2019,2,Cabonne,House,2 Bedrooms,-,-,-,-,72.00,-,-,-,-
2019,2,Cabonne,House,3 Bedrooms,280,300,310,s,162.00,15.38%,9.09%,30.77%,13.33%
2019,2,Cabonne,House,4 or more Bedrooms,340,350,390,s,85.00,7.69%,6.06%,62.50%,0.00%
2019,2,Cabonne,Other,Total,-,-,-,-,s,-,-,-,-
2019,2,Cabonne,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Other,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Townhouse,Total,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Flat/Unit,Total,-,-,-,-,54.00,-,-,-,-
2019,2,Cabonne,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,2,Cabonne,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Flat/Unit,2 Bedrooms,-,-,-,-,32.00,-,-,-,-
2019,2,Cabonne,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Cabonne,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Total,Total,220,238,250,s,100.00,-3.06%,0.00%,16.67%,133.33%
2019,2,Carrathool,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Total,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Total,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Carrathool,Total,3 Bedrooms,-,-,-,-,48.00,-,-,-,-
2019,2,Carrathool,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Carrathool,House,Total,210,225,250,s,68.00,-13.46%,-6.25%,22.22%,175.00%
2019,2,Carrathool,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,House,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,House,3 Bedrooms,-,-,-,-,40.00,-,-,-,-
2019,2,Carrathool,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Carrathool,Other,Total,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Other,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Townhouse,Total,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2019,2,Carrathool,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Carrathool,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Carrathool,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,Total,Total,-,-,-,-,43.00,-,-,-,-
2019,2,Central Darling,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,Total,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Central Darling,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,House,Total,-,-,-,-,38.00,-,-,-,-
2019,2,Central Darling,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,House,Not Specified,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2019,2,Central Darling,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,Other,Total,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,2,Central Darling,Other,Not Specified,-,-,-,-,-,-,-,-,-
