Year,Quarter,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2015.00,3.00,Shoalhaven,Strata,230.00,310.00,373.00,319.00,-,-2.70,22.50,-,-
2015.00,3.00,Southern Highlands,Strata,390.00,410.00,585.00,480.00,-,-2.40,-19.40,-,-
2016.00,2.00,Ashfield,Total,655.00,825.00,1380.00,1044.00,-,11.80,3.00,-,-
2016.00,2.00,Botany Bay,Total,670.00,861.00,1277.00,988.00,-,9.70,-1.60,-,-
2016.00,2.00,Lane Cove,Total,680.00,835.00,1745.00,1209.00,-,-7.30,-6.70,-,-
2016.00,2.00,Leichhardt,Total,1028.00,1324.00,1640.00,1352.00,-,0.30,3.40,-,-
2016.00,2.00,Marrickville,Total,730.00,985.00,1305.00,1040.00,-,2.40,9.40,-,-
2016.00,2.00,Mosman,Total,859.00,1490.00,2790.00,2016.00,-,-0.30,-0.70,-,-
2016.00,2.00,North Sydney,Total,800.00,1050.00,1510.00,1234.00,-,6.10,9.00,-,-
2016.00,2.00,Randwick,Total,829.00,1100.00,1774.00,1378.00,-,12.70,12.80,-,-
2016.00,2.00,Sydney,Total,690.00,930.00,1360.00,1087.00,-,5.10,5.70,-,-
2016.00,2.00,Waverley,Total,870.00,1200.00,2150.00,1584.00,-,-13.00,-4.40,-,-
2016.00,2.00,Woollahra,Total,1130.00,1709.00,2975.00,2303.00,-,-11.20,-10.10,-,-
2016.00,2.00,Auburn,Total,560.00,708.00,850.00,744.00,-,4.60,1.90,-,-
2016.00,2.00,Bankstown,Total,700.00,820.00,928.00,809.00,-,1.20,2.50,-,-
2016.00,2.00,Burwood,Total,720.00,878.00,1394.00,1084.00,-,13.40,-12.20,-,-
2016.00,2.00,Canterbury,Total,525.00,700.00,1008.00,788.00,-,5.30,2.80,-,-
2016.00,2.00,Canada Bay,Total,795.00,1006.00,1580.00,1214.00,-,6.30,0.60,-,-
2016.00,2.00,Hunters Hill,Total,1200.00,1780.00,2950.00,2128.00,-,-7.30,-0.30,-,-
2016.00,2.00,Hurstville,Total,685.00,773.00,1060.00,895.00,-,3.30,-11.70,-,-
2016.00,2.00,Kogarah,Total,690.00,880.00,1540.00,1129.00,-,-5.40,-2.30,-,-
2016.00,2.00,Ku-ring-gai,Total,1110.00,1600.00,2000.00,1645.00,-,-1.50,0.30,-,-
2016.00,2.00,Manly,Total,1000.00,1673.00,2150.00,1712.00,-,4.60,22.10,-,-
2016.00,2.00,Parramatta,Total,560.00,720.00,935.00,788.00,-,-2.00,-1.10,-,-
2016.00,2.00,Rockdale,Total,632.00,760.00,983.00,839.00,-,5.80,0.00,-,-
2016.00,2.00,Ryde,Total,730.00,1020.00,1480.00,1125.00,-,15.90,9.70,-,-
2016.00,2.00,Strathfield,Total,620.00,715.00,1750.00,1230.00,-,6.70,6.70,-,-
2016.00,2.00,Willoughby,Total,838.00,1486.00,2220.00,1552.00,-,15.20,-2.90,-,-
2016.00,2.00,The Hills Shire,Total,900.00,1089.00,1310.00,1177.00,-,0.80,-4.10,-,-
2016.00,2.00,Blacktown,Total,535.00,632.00,770.00,652.00,-,0.00,1.00,-,-
2016.00,2.00,Blue Mountains,Total,495.00,578.00,680.00,592.00,-,3.20,9.10,-,-
2016.00,2.00,Camden,Total,625.00,700.00,776.00,715.00,-,0.40,9.40,-,-
2016.00,2.00,Campbelltown,Total,475.00,545.00,618.00,547.00,-,2.80,2.80,-,-
2016.00,2.00,Fairfield,Total,560.00,700.00,790.00,679.00,-,3.70,0.00,-,-
2016.00,2.00,Gosford,Total,495.00,600.00,748.00,645.00,-,0.00,5.30,-,-
2016.00,2.00,Hawkesbury,Total,540.00,635.00,910.00,751.00,-,4.10,6.70,-,-
2016.00,2.00,Holroyd,Total,511.00,690.00,822.00,686.00,-,-0.40,-1.40,-,-
2016.00,2.00,Hornsby,Total,810.00,1070.00,1360.00,1109.00,-,0.90,9.20,-,-
2016.00,2.00,Liverpool,Total,570.00,695.00,810.00,691.00,-,5.30,6.10,-,-
2016.00,2.00,Penrith,Total,518.00,589.00,680.00,600.00,-,3.30,1.60,-,-
2016.00,2.00,Pittwater,Total,1050.00,1391.00,1800.00,1462.00,-,5.80,11.70,-,-
2016.00,2.00,Sutherland,Total,700.00,900.00,1175.00,985.00,-,1.40,0.00,-,-
2016.00,2.00,Warringah,Total,742.00,1035.00,1470.00,1147.00,-,-5.80,-1.40,-,-
2016.00,2.00,Wollondilly,Total,545.00,680.00,905.00,739.00,-,4.60,15.10,-,-
2016.00,2.00,Wyong,Total,410.00,480.00,581.00,508.00,-,5.50,9.10,-,-
2016.00,2.00,Cessnock,Total,258.00,316.00,390.00,342.00,-,1.90,9.30,-,-
2016.00,2.00,Kiama,Total,595.00,688.00,887.00,746.00,-,-10.60,5.00,-,-
2016.00,2.00,Lake Macquarie,Total,390.00,471.00,575.00,496.00,-,-2.10,2.40,-,-
2016.00,2.00,Maitland,Total,339.00,417.00,490.00,422.00,-,5.60,11.20,-,-
2016.00,2.00,Newcastle,Total,420.00,491.00,610.00,533.00,-,3.20,4.20,-,-
2016.00,2.00,Port Stephens,Total,369.00,449.00,550.00,467.00,-,0.40,10.30,-,-
2016.00,2.00,Shellharbour,Total,450.00,525.00,620.00,541.00,-,3.60,11.50,-,-
2016.00,2.00,Wollongong,Total,478.00,595.00,732.00,618.00,-,8.20,11.20,-,-
2016.00,2.00,Ashfield,Non Strata,1302.00,1459.00,1667.00,1505.00,-,-7.10,-5.60,-,-
2016.00,2.00,Botany Bay,Non Strata,1245.00,1430.00,1620.00,1389.00,-,13.90,10.60,-,-
2016.00,2.00,Lane Cove,Non Strata,1680.00,2000.00,2420.00,2037.00,-,-0.50,-15.10,-,-
2016.00,2.00,Leichhardt,Non Strata,1270.00,1483.00,1750.00,1564.00,-,4.60,1.70,-,-
2016.00,2.00,Marrickville,Non Strata,1100.00,1273.00,1480.00,1299.00,-,3.50,-1.30,-,-
2016.00,2.00,Mosman,Non Strata,2500.00,3225.00,3950.00,3384.00,-,1.80,-5.10,-,-
2016.00,2.00,North Sydney,Non Strata,1720.00,2073.00,2600.00,2312.00,-,3.00,-7.00,-,-
2016.00,2.00,Randwick,Non Strata,1710.00,2000.00,2500.00,2164.00,-,2.60,11.50,-,-
2016.00,2.00,Sydney,Non Strata,1280.00,1590.00,1950.00,1766.00,-,-0.60,13.60,-,-
2016.00,2.00,Waverley,Non Strata,2210.00,2668.00,3278.00,2783.00,-,15.30,21.00,-,-
2016.00,2.00,Woollahra,Non Strata,2100.00,3250.00,4541.00,3600.00,-,0.00,8.30,-,-
2016.00,2.00,Auburn,Non Strata,820.00,935.00,1141.00,972.00,-,-9.20,-4.50,-,-
2016.00,2.00,Bankstown,Non Strata,785.00,859.00,950.00,878.00,-,-0.10,-1.50,-,-
2016.00,2.00,Burwood,Non Strata,1250.00,1500.00,1740.00,1548.00,-,-2.30,-9.30,-,-
2016.00,2.00,Canterbury,Non Strata,865.00,1049.00,1250.00,1063.00,-,-1.50,-8.80,-,-
2016.00,2.00,Canada Bay,Non Strata,1470.00,1765.00,2020.00,1834.00,-,2.70,2.00,-,-
2016.00,2.00,Hunters Hill,Non Strata,2265.00,2950.00,3600.00,3111.00,-,7.30,37.80,-,-
2016.00,2.00,Hurstville,Non Strata,1000.00,1169.00,1430.00,1223.00,-,3.90,-2.00,-,-
2016.00,2.00,Kogarah,Non Strata,1250.00,1528.00,1800.00,1553.00,-,11.10,7.40,-,-
2016.00,2.00,Ku-ring-gai,Non Strata,1600.00,1844.00,2250.00,1987.00,-,-5.20,-4.00,-,-
2016.00,2.00,Manly,Non Strata,1775.00,2000.00,2600.00,2299.00,-,-7.80,0.00,-,-
2016.00,2.00,Parramatta,Non Strata,810.00,960.00,1180.00,1017.00,-,0.00,-4.00,-,-
2016.00,2.00,Rockdale,Non Strata,1000.00,1133.00,1345.00,1174.00,-,0.30,-8.30,-,-
2016.00,2.00,Ryde,Non Strata,1375.00,1511.00,1710.00,1573.00,-,-0.70,-1.00,-,-
2016.00,2.00,Strathfield,Non Strata,1520.00,1960.00,2565.00,2032.00,-,2.50,7.80,-,-
2016.00,2.00,Willoughby,Non Strata,1860.00,2225.00,2569.00,2242.00,-,-3.30,3.50,-,-
2016.00,2.00,The Hills Shire,Non Strata,1021.00,1191.00,1400.00,1288.00,-,2.70,-5.60,-,-
2016.00,2.00,Blacktown,Non Strata,580.00,670.00,800.00,688.00,-,0.80,0.80,-,-
2016.00,2.00,Blue Mountains,Non Strata,500.00,585.00,689.00,596.00,-,2.60,8.30,-,-
2016.00,2.00,Camden,Non Strata,645.00,710.00,781.00,730.00,-,1.40,9.90,-,-
2016.00,2.00,Campbelltown,Non Strata,520.00,565.00,646.00,586.00,-,1.40,0.00,-,-
2016.00,2.00,Fairfield,Non Strata,675.00,745.00,825.00,751.00,-,4.90,0.90,-,-
2016.00,2.00,Gosford,Non Strata,550.00,650.00,790.00,698.00,-,3.20,4.00,-,-
2016.00,2.00,Hawkesbury,Non Strata,575.00,665.00,970.00,807.00,-,3.60,3.90,-,-
2016.00,2.00,Holroyd,Non Strata,745.00,800.00,880.00,818.00,-,4.30,-3.70,-,-
2016.00,2.00,Hornsby,Non Strata,1050.00,1240.00,1472.00,1291.00,-,2.50,-0.80,-,-
2016.00,2.00,Liverpool,Non Strata,645.00,735.00,850.00,750.00,-,2.10,2.70,-,-
2016.00,2.00,Penrith,Non Strata,561.00,620.00,700.00,642.00,-,2.50,1.60,-,-
2016.00,2.00,Pittwater,Non Strata,1330.00,1560.00,1890.00,1660.00,-,4.70,4.00,-,-
2016.00,2.00,Sutherland,Non Strata,931.00,1110.00,1367.00,1207.00,-,0.70,0.30,-,-
2016.00,2.00,Warringah,Non Strata,1350.00,1509.00,1750.00,1596.00,-,5.80,7.80,-,-
2016.00,2.00,Wollondilly,Non Strata,557.00,690.00,910.00,757.00,-,2.80,15.40,-,-
2016.00,2.00,Wyong,Non Strata,430.00,495.00,595.00,525.00,-,4.20,8.80,-,-
2016.00,2.00,Cessnock,Non Strata,263.00,323.00,409.00,352.00,-,0.90,7.70,-,-
2016.00,2.00,Kiama,Non Strata,640.00,750.00,935.00,786.00,-,-10.70,2.70,-,-
2016.00,2.00,Lake Macquarie,Non Strata,403.00,485.00,590.00,510.00,-,-3.40,2.80,-,-
2016.00,2.00,Maitland,Non Strata,350.00,430.00,490.00,434.00,-,4.90,8.90,-,-
2016.00,2.00,Newcastle,Non Strata,433.00,510.00,640.00,561.00,-,2.60,2.00,-,-
2016.00,2.00,Port Stephens,Non Strata,391.00,480.00,579.00,492.00,-,2.10,13.50,-,-
2016.00,2.00,Shellharbour,Non Strata,480.00,560.00,649.00,571.00,-,5.50,8.70,-,-
2016.00,2.00,Wollongong,Non Strata,530.00,655.00,780.00,672.00,-,7.40,9.70,-,-
2016.00,2.00,Ashfield,Strata,618.00,680.00,759.00,680.00,-,-0.10,-2.90,-,-
2016.00,2.00,Botany Bay,Strata,595.00,751.00,873.00,766.00,-,2.30,-3.70,-,-
2016.00,2.00,Lane Cove,Strata,661.00,742.00,835.00,763.00,-,5.20,2.30,-,-
2016.00,2.00,Leichhardt,Strata,675.00,948.00,1164.00,947.00,-,3.60,7.40,-,-
2016.00,2.00,Marrickville,Strata,600.00,700.00,823.00,703.00,-,3.20,2.90,-,-
2016.00,2.00,Mosman,Strata,730.00,965.00,1285.00,1119.00,-,9.90,18.40,-,-
2016.00,2.00,North Sydney,Strata,765.00,956.00,1275.00,1053.00,-,3.50,5.80,-,-
2016.00,2.00,Randwick,Strata,750.00,880.00,1075.00,944.00,-,8.60,7.30,-,-
2016.00,2.00,Sydney,Strata,650.00,832.00,1100.00,946.00,-,1.50,0.40,-,-
2016.00,2.00,Waverley,Strata,800.00,949.00,1250.00,1067.00,-,-9.20,5.40,-,-
2016.00,2.00,Woollahra,Strata,900.00,1265.00,1750.00,1446.00,-,-4.90,3.70,-,-
2016.00,2.00,Auburn,Strata,535.00,640.00,725.00,637.00,-,5.80,0.00,-,-
2016.00,2.00,Bankstown,Strata,488.00,565.00,675.00,584.00,-,-1.70,2.70,-,-
2016.00,2.00,Burwood,Strata,675.00,738.00,840.00,752.00,-,7.00,-2.80,-,-
2016.00,2.00,Canterbury,Strata,440.00,540.00,650.00,550.00,-,10.20,0.00,-,-
2016.00,2.00,Canada Bay,Strata,740.00,840.00,1000.00,895.00,-,0.50,-1.20,-,-
2016.00,2.00,Hunters Hill,Strata,898.00,1083.00,1313.00,1096.00,-,30.60,21.70,-,-
2016.00,2.00,Hurstville,Strata,628.00,691.00,764.00,698.00,-,15.20,10.60,-,-
2016.00,2.00,Kogarah,Strata,592.00,680.00,747.00,673.00,-,-2.90,-0.60,-,-
2016.00,2.00,Ku-ring-gai,Strata,770.00,865.00,1110.00,956.00,-,1.20,6.50,-,-
2016.00,2.00,Manly,Strata,808.00,1175.00,1625.00,1281.00,-,1.30,17.50,-,-
2016.00,2.00,Parramatta,Strata,505.00,572.00,670.00,596.00,-,-2.20,-4.70,-,-
2016.00,2.00,Rockdale,Strata,597.00,672.00,785.00,699.00,-,3.70,-1.90,-,-
2016.00,2.00,Ryde,Strata,620.00,745.00,860.00,754.00,-,12.70,3.50,-,-
2016.00,2.00,Strathfield,Strata,585.00,640.00,680.00,638.00,-,5.80,3.10,-,-
2016.00,2.00,Willoughby,Strata,750.00,840.00,965.00,877.00,-,1.80,-3.30,-,-
2016.00,2.00,The Hills Shire,Strata,681.00,770.00,850.00,761.00,-,-1.90,6.20,-,-
2016.00,2.00,Blacktown,Strata,438.00,498.00,562.00,499.00,-,2.30,0.80,-,-
2016.00,2.00,Blue Mountains,Strata,400.00,460.00,527.00,456.00,-,11.70,21.10,-,-
2016.00,2.00,Camden,Strata,397.00,485.00,550.00,481.00,-,-2.00,5.70,-,-
2016.00,2.00,Campbelltown,Strata,379.00,416.00,445.00,415.00,-,0.20,-3.30,-,-
2016.00,2.00,Fairfield,Strata,375.00,420.00,500.00,435.00,-,-6.90,-3.20,-,-
2016.00,2.00,Gosford,Strata,404.00,451.00,564.00,493.00,-,-6.80,4.90,-,-
2016.00,2.00,Hawkesbury,Strata,425.00,477.00,510.00,463.00,-,6.00,0.40,-,-
2016.00,2.00,Holroyd,Strata,450.00,498.00,560.00,509.00,-,3.10,-3.70,-,-
2016.00,2.00,Hornsby,Strata,618.00,699.00,807.00,709.00,-,0.00,-0.90,-,-
2016.00,2.00,Liverpool,Strata,390.00,450.00,526.00,463.00,-,-5.30,-1.10,-,-
2016.00,2.00,Penrith,Strata,370.00,448.00,490.00,439.00,-,4.70,1.80,-,-
2016.00,2.00,Pittwater,Strata,660.00,830.00,1000.00,834.00,-,3.60,7.80,-,-
2016.00,2.00,Sutherland,Strata,605.00,700.00,835.00,745.00,-,0.70,4.50,-,-
2016.00,2.00,Warringah,Strata,615.00,769.00,880.00,773.00,-,5.30,6.10,-,-
2016.00,2.00,Wollondilly,Strata,-,-,-,-,-,-,-,-,-
2016.00,2.00,Wyong,Strata,330.00,375.00,433.00,401.00,-,2.70,11.90,-,-
2016.00,2.00,Cessnock,Strata,216.00,265.00,318.00,266.00,-,3.90,17.80,-,-
2016.00,2.00,Kiama,Strata,495.00,549.00,575.00,560.00,-,7.00,24.50,-,-
2016.00,2.00,Lake Macquarie,Strata,322.00,370.00,437.00,382.00,-,1.40,-2.60,-,-
2016.00,2.00,Maitland,Strata,255.00,275.00,327.00,280.00,-,-1.80,-7.70,-,-
2016.00,2.00,Newcastle,Strata,359.00,437.00,525.00,457.00,-,2.10,2.30,-,-
2016.00,2.00,Port Stephens,Strata,299.00,370.00,440.00,383.00,-,4.20,5.70,-,-
2016.00,2.00,Shellharbour,Strata,380.00,437.00,475.00,419.00,-,-0.50,9.30,-,-
2016.00,2.00,Wollongong,Strata,407.00,490.00,573.00,493.00,-,0.60,11.40,-,-
2016.00,2.00,Goulburn - Yass,Total,273.00,350.00,458.00,394.00,-,1.40,3.20,-,-
2016.00,2.00,Queanbeyan,Total,351.00,478.00,595.00,489.00,-,-8.10,1.70,-,-
2016.00,2.00,Snowy Mountains,Total,180.00,247.00,355.00,276.00,-,13.80,0.80,-,-
2016.00,2.00,South Coast,Total,303.00,375.00,478.00,396.00,-,1.40,4.20,-,-
2016.00,2.00,Bathurst,Total,288.00,370.00,470.00,387.00,-,1.40,-2.60,-,-
2016.00,2.00,Lachlan Valley,Total,157.00,219.00,299.00,228.00,-,6.30,4.30,-,-
2016.00,2.00,Lithgow - Mudgee,Total,237.00,310.00,390.00,330.00,-,3.30,10.70,-,-
2016.00,2.00,Orange,Total,260.00,316.00,400.00,333.00,-,-4.50,-6.50,-,-
2016.00,2.00,Clarence Valley,Total,263.00,329.00,420.00,345.00,-,-0.30,8.20,-,-
2016.00,2.00,Coffs Harbour,Total,352.00,430.00,550.00,456.00,-,0.00,8.90,-,-
2016.00,2.00,Bourke - Cobar - Coonamble,Total,87.00,165.00,245.00,199.00,-,17.00,36.40,-,-
2016.00,2.00,Broken Hill and Far West,Total,53.00,82.00,141.00,108.00,-,-3.50,-25.50,-,-
2016.00,2.00,Dubbo,Total,205.00,300.00,378.00,304.00,-,1.40,6.00,-,-
2016.00,2.00,Lower Hunter,Total,265.00,330.00,428.00,366.00,-,0.00,3.40,-,-
2016.00,2.00,Upper Hunter,Total,195.00,268.00,357.00,291.00,-,-5.60,-10.70,-,-
2016.00,2.00,Great Lakes,Total,285.00,369.00,485.00,397.00,-,-6.10,-2.90,-,-
2016.00,2.00,Kempsey - Nambucca,Total,230.00,320.00,395.00,320.00,-,0.00,4.90,-,-
2016.00,2.00,Port Macquarie,Total,379.00,459.00,567.00,479.00,-,0.20,9.30,-,-
2016.00,2.00,Taree - Gloucester,Total,250.00,320.00,440.00,343.00,-,-3.00,3.20,-,-
2016.00,2.00,Albury,Total,206.00,287.00,370.00,299.00,-,4.40,4.70,-,-
2016.00,2.00,Lower Murray,Total,95.00,158.00,267.00,198.00,-,-7.10,-1.30,-,-
2016.00,2.00,Upper Murray exc. Albury,Total,150.00,214.00,317.00,245.00,-,-7.00,-2.70,-,-
2016.00,2.00,Armidale,Total,250.00,330.00,445.00,349.00,-,-4.30,5.80,-,-
2016.00,2.00,Inverell - Tenterfield,Total,160.00,203.00,270.00,224.00,-,-1.00,-9.80,-,-
2016.00,2.00,Moree - Narrabri,Total,130.00,220.00,355.00,244.00,-,-2.20,2.30,-,-
2016.00,2.00,Tamworth - Gunnedah,Total,237.00,307.00,400.00,322.00,-,-3.20,1.70,-,-
2016.00,2.00,Richmond Valley - Coastal,Total,450.00,590.00,758.00,657.00,-,3.50,10.30,-,-
2016.00,2.00,Richmond Valley - Hinterland,Total,236.00,314.00,425.00,341.00,-,-3.40,1.30,-,-
2016.00,2.00,Tweed Valley,Total,368.00,450.00,575.00,493.00,-,-2.00,7.10,-,-
2016.00,2.00,Griffith - Murrumbidgee (West),Total,174.00,265.00,335.00,269.00,-,3.10,10.40,-,-
2016.00,2.00,Tumut - Tumbarumba,Total,166.00,250.00,330.00,251.00,-,29.50,19.00,-,-
2016.00,2.00,Wagga Wagga,Total,218.00,287.00,365.00,296.00,-,-7.10,2.90,-,-
2016.00,2.00,Shoalhaven,Total,370.00,455.00,580.00,492.00,-,5.80,15.20,-,-
2016.00,2.00,Southern Highlands,Total,526.00,660.00,864.00,736.00,-,6.50,17.90,-,-
2016.00,2.00,Goulburn - Yass,Non Strata,275.00,354.00,460.00,399.00,-,1.70,2.60,-,-
2016.00,2.00,Queanbeyan,Non Strata,440.00,540.00,650.00,562.00,-,-9.40,1.50,-,-
2016.00,2.00,Snowy Mountains,Non Strata,180.00,250.00,360.00,281.00,-,11.10,-13.80,-,-
2016.00,2.00,South Coast,Non Strata,342.00,412.00,500.00,426.00,-,4.30,7.00,-,-
2016.00,2.00,Bathurst,Non Strata,300.00,381.00,480.00,402.00,-,0.30,-5.90,-,-
2016.00,2.00,Lachlan Valley,Non Strata,156.00,214.00,300.00,227.00,-,3.90,1.90,-,-
2016.00,2.00,Lithgow - Mudgee,Non Strata,237.00,310.00,395.00,331.00,-,3.30,7.30,-,-
2016.00,2.00,Orange,Non Strata,265.00,325.00,400.00,338.00,-,-3.00,-5.20,-,-
2016.00,2.00,Clarence Valley,Non Strata,270.00,330.00,415.00,347.00,-,0.00,6.80,-,-
2016.00,2.00,Coffs Harbour,Non Strata,400.00,466.00,583.00,499.00,-,0.20,9.60,-,-
2016.00,2.00,Bourke - Cobar - Coonamble,Non Strata,85.00,164.00,233.00,197.00,-,19.70,39.00,-,-
2016.00,2.00,Broken Hill and Far West,Non Strata,53.00,82.00,141.00,108.00,-,-3.50,-25.50,-,-
2016.00,2.00,Dubbo,Non Strata,206.00,301.00,380.00,308.00,-,1.70,2.70,-,-
2016.00,2.00,Lower Hunter,Non Strata,273.00,340.00,440.00,376.00,-,0.00,6.30,-,-
2016.00,2.00,Upper Hunter,Non Strata,200.00,280.00,360.00,298.00,-,-1.10,-6.70,-,-
2016.00,2.00,Great Lakes,Non Strata,315.00,410.00,540.00,430.00,-,-2.10,-2.40,-,-
2016.00,2.00,Kempsey - Nambucca,Non Strata,257.00,333.00,403.00,332.00,-,1.80,4.10,-,-
2016.00,2.00,Port Macquarie,Non Strata,430.00,499.00,590.00,520.00,-,4.00,9.70,-,-
2016.00,2.00,Taree - Gloucester,Non Strata,260.00,340.00,449.00,359.00,-,-2.30,5.90,-,-
2016.00,2.00,Albury,Non Strata,230.00,311.00,380.00,317.00,-,3.30,4.00,-,-
2016.00,2.00,Lower Murray,Non Strata,95.00,158.00,268.00,200.00,-,-7.10,-1.30,-,-
2016.00,2.00,Upper Murray exc. Albury,Non Strata,150.00,217.00,319.00,249.00,-,-5.70,-1.40,-,-
2016.00,2.00,Armidale,Non Strata,275.00,345.00,450.00,364.00,-,-0.90,6.20,-,-
2016.00,2.00,Inverell - Tenterfield,Non Strata,160.00,202.00,270.00,225.00,-,-1.50,-5.20,-,-
2016.00,2.00,Moree - Narrabri,Non Strata,135.00,220.00,360.00,248.00,-,-2.20,0.00,-,-
2016.00,2.00,Tamworth - Gunnedah,Non Strata,239.00,309.00,400.00,319.00,-,-3.40,-0.30,-,-
2016.00,2.00,Richmond Valley - Coastal,Non Strata,515.00,660.00,830.00,720.00,-,3.10,6.50,-,-
2016.00,2.00,Richmond Valley - Hinterland,Non Strata,252.00,335.00,445.00,361.00,-,2.40,8.10,-,-
2016.00,2.00,Tweed Valley,Non Strata,435.00,529.00,650.00,563.00,-,-2.00,8.40,-,-
2016.00,2.00,Griffith - Murrumbidgee (West),Non Strata,180.00,268.00,335.00,272.00,-,3.10,11.70,-,-
2016.00,2.00,Tumut - Tumbarumba,Non Strata,166.00,258.00,330.00,253.00,-,33.00,22.90,-,-
2016.00,2.00,Wagga Wagga,Non Strata,220.00,290.00,365.00,300.00,-,-7.90,0.00,-,-
2016.00,2.00,Shoalhaven,Non Strata,375.00,463.00,600.00,501.00,-,5.70,15.80,-,-
2016.00,2.00,Southern Highlands,Non Strata,537.00,678.00,895.00,753.00,-,9.40,18.50,-,-
2016.00,2.00,Goulburn - Yass,Strata,165.00,300.00,380.00,290.00,-,-4.80,66.70,-,-
2016.00,2.00,Queanbeyan,Strata,215.00,263.00,360.00,282.00,-,-16.80,-14.10,-,-
2016.00,2.00,Snowy Mountains,Strata,180.00,240.00,350.00,261.00,-,15.40,5.70,-,-
2016.00,2.00,South Coast,Strata,218.00,255.00,340.00,273.00,-,-5.60,0.00,-,-
2016.00,2.00,Bathurst,Strata,210.00,250.00,347.00,272.00,-,-16.70,13.60,-,-
